행정구역별,산업별,종사자규모별,항목,단위,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년
전라북도,보건업 및 사회복지 서비스업(86~87),10 - 19명,종사자수,명,8698,8895,9145,9888,10503,10712,11535,12314,12566,12427
전라북도,보건업 및 사회복지 서비스업(86~87),20 - 49명,사업체수,개,278,291,318,340,366,381,446,449,488,550
전라북도,보건업 및 사회복지 서비스업(86~87),20 - 49명,종사자수,명,8362,8784,9657,10139,11036,11547,13399,13537,14833,16497
전라북도,보건업 및 사회복지 서비스업(86~87),50 - 99명,사업체수,개,106,105,101,120,122,119,125,135,147,170
전라북도,보건업 및 사회복지 서비스업(86~87),50 - 99명,종사자수,명,7544,7477,7232,8502,8810,8367,8745,9516,10198,11614
전라북도,보건업 및 사회복지 서비스업(86~87),100 - 299명,사업체수,개,36,35,46,58,54,61,78,77,85,93
전라북도,보건업 및 사회복지 서비스업(86~87),100 - 299명,종사자수,명,5251,5237,6632,8467,8178,9032,11359,11020,12092,13505
전라북도,보건업 및 사회복지 서비스업(86~87),300 - 499명,사업체수,개,2,2,2,3,6,5,4,9,7,7
전라북도,보건업 및 사회복지 서비스업(86~87),300 - 499명,종사자수,명,0,0,0,1051,2130,1758,1452,3398,2491,2773
전라북도,보건업 및 사회복지 서비스업(86~87),500 - 999명,사업체수,개,0,0,0,0,0,1,3,3,5,5
전라북도,보건업 및 사회복지 서비스업(86~87),500 - 999명,종사자수,명,0,0,0,0,0,0,1707,2125,3288,3441
전라북도,보건업 및 사회복지 서비스업(86~87),1000명 이상,사업체수,개,3,3,3,3,3,3,3,3,3,4
전라북도,보건업 및 사회복지 서비스업(86~87),1000명 이상,종사자수,명,4196,4339,4600,4830,5103,5276,5347,5379,5497,7008
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,사업체수,개,3352,3401,3455,3470,3542,3492,3779,4043,4187,4367
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,종사자수,명,10323,10439,10905,11268,11166,11627,12244,13502,14448,15550
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,사업체수,개,3109,3117,3153,3140,3212,3116,3411,3617,3703,3808
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",1 - 4명,종사자수,명,5609,5688,5808,5705,5716,5487,6215,6497,6664,6880
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,사업체수,개,136,158,181,189,197,225,240,281,311,370
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",5 - 9명,종사자수,명,880,980,1156,1198,1233,1435,1515,1760,1944,2314
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,사업체수,개,56,69,63,75,72,80,55,63,90,94
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",10 - 19명,종사자수,명,763,914,847,961,949,991,755,808,1136,1203
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,사업체수,개,28,39,33,42,38,44,48,51,52,62
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",20 - 49명,종사자수,명,835,1162,965,1210,1211,1364,1469,1423,1450,1776
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,사업체수,개,15,10,18,14,13,17,13,17,17,19
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",50 - 99명,종사자수,명,1052,717,1305,1020,886,1155,881,1169,1154,1273
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,사업체수,개,8,8,7,10,10,10,12,14,14,14
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",100 - 299명,종사자수,명,1184,978,824,1174,1171,1195,1409,1845,2100,2104
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",300 - 499명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라북도,"예술, 스포츠 및 여가관련 서비스업(90~91)",1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,사업체수,개,16335,16679,17337,17473,17520,17549,17682,17994,18337,18670
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,종사자수,명,30298,31849,32879,33366,33656,34513,34176,33551,34215,35659
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,사업체수,개,15593,15858,16399,16524,16562,16527,16665,17041,17366,17658
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1 - 4명,종사자수,명,22062,22547,23095,23090,23258,22686,23439,23381,23777,24591
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,사업체수,개,475,523,658,645,657,645,715,655,652,685
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",5 - 9명,종사자수,명,3053,3396,4149,4061,4159,4040,4507,4057,4089,4291
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,사업체수,개,189,204,189,202,198,240,211,215,225,230
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",10 - 19명,종사자수,명,2470,2648,2500,2622,2564,3071,2782,2787,2888,2957
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,사업체수,개,63,82,80,87,86,119,74,67,77,80
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",20 - 49명,종사자수,명,1665,2333,2262,2525,2439,3437,2183,2011,2187,2247
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,사업체수,개,14,9,9,14,13,17,15,14,16,11
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",50 - 99명,종사자수,명,944,609,577,912,816,1164,986,1038,1163,791
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,사업체수,개,1,3,2,1,4,1,2,2,1,6
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",100 - 299명,종사자수,명,0,316,0,0,420,0,0,0,0,782
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",300 - 499명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라북도,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,전체 산업,계,사업체수,개,125395,128465,132892,136888,142931,147196,149713,153280,156914,161883
전라남도,전체 산업,계,종사자수,명,569925,586908,601963,623800,656217,690853,694319,707972,733925,774294
전라남도,전체 산업,1 - 4명,사업체수,개,107707,109777,112993,115481,119869,123319,124794,127866,130166,132634
전라남도,전체 산업,1 - 4명,종사자수,명,191267,196955,200586,205067,213536,216109,218615,226100,229412,234895
전라남도,전체 산업,5 - 9명,사업체수,개,8843,9643,10917,11747,13033,13186,13917,14262,15132,17018
전라남도,전체 산업,5 - 9명,종사자수,명,57470,63302,69954,74858,83581,84358,88750,91795,97546,108760
전라남도,전체 산업,10 - 19명,사업체수,개,4655,4831,4689,5146,5299,5582,5951,5951,6215,6563
전라남도,전체 산업,10 - 19명,종사자수,명,62388,65091,63543,69104,71213,75305,79942,79831,83181,87449
전라남도,전체 산업,20 - 49명,사업체수,개,2865,2886,2960,3123,3286,3504,3450,3620,3801,3923
전라남도,전체 산업,20 - 49명,종사자수,명,84843,85410,88165,92310,97415,104023,101511,106670,112438,116183
전라남도,전체 산업,50 - 99명,사업체수,개,861,852,858,897,933,1046,1056,1048,1047,1159
전라남도,전체 산업,50 - 99명,종사자수,명,58736,58273,58844,61090,63024,71196,71838,71125,71952,79161
전라남도,전체 산업,100 - 299명,사업체수,개,384,392,391,418,428,469,458,447,456,485
전라남도,전체 산업,100 - 299명,종사자수,명,60644,61032,60755,65009,67206,73426,70637,69378,70969,76199
전라남도,전체 산업,300 - 499명,사업체수,개,47,48,44,41,45,48,47,46,50,48
전라남도,전체 산업,300 - 499명,종사자수,명,17811,18467,16248,15923,17260,18095,18115,17967,18959,18002
전라남도,전체 산업,500 - 999명,사업체수,개,23,28,30,24,27,30,30,28,34,38
전라남도,전체 산업,500 - 999명,종사자수,명,15551,19154,21667,17455,19976,21711,23041,20966,24498,26096
전라남도,전체 산업,1000명 이상,사업체수,개,10,8,10,11,11,12,10,12,13,15
전라남도,전체 산업,1000명 이상,종사자수,명,21215,19224,22201,22984,23006,26630,21870,24140,24970,27549
전라남도,"농업, 임업 및 어업(01~03)",계,사업체수,개,341,360,364,392,503,521,583,614,642,711
전라남도,"농업, 임업 및 어업(01~03)",계,종사자수,명,3708,4436,4227,4350,5918,6112,6663,7055,7622,8038
전라남도,"농업, 임업 및 어업(01~03)",1 - 4명,사업체수,개,158,129,159,176,212,238,272,291,339,394
전라남도,"농업, 임업 및 어업(01~03)",1 - 4명,종사자수,명,374,286,330,365,500,534,597,660,770,842
전라남도,"농업, 임업 및 어업(01~03)",5 - 9명,사업체수,개,69,89,72,84,146,128,160,174,163,167
전라남도,"농업, 임업 및 어업(01~03)",5 - 9명,종사자수,명,464,621,480,570,950,867,1039,1125,1060,1094
전라남도,"농업, 임업 및 어업(01~03)",10 - 19명,사업체수,개,59,73,66,68,68,81,78,79,59,62
전라남도,"농업, 임업 및 어업(01~03)",10 - 19명,종사자수,명,780,960,902,895,916,1042,1007,1041,822,802
전라남도,"농업, 임업 및 어업(01~03)",20 - 49명,사업체수,개,45,60,57,52,65,61,53,47,55,59
전라남도,"농업, 임업 및 어업(01~03)",20 - 49명,종사자수,명,1327,1778,1751,1586,1965,1895,1550,1479,1647,1713
전라남도,"농업, 임업 및 어업(01~03)",50 - 99명,사업체수,개,9,7,8,10,10,11,15,18,18,19
전라남도,"농업, 임업 및 어업(01~03)",50 - 99명,종사자수,명,620,488,503,659,630,823,1035,1295,1313,1346
전라남도,"농업, 임업 및 어업(01~03)",100 - 299명,사업체수,개,1,2,2,2,1,1,4,4,7,9
전라남도,"농업, 임업 및 어업(01~03)",100 - 299명,종사자수,명,0,0,0,0,0,0,512,559,1036,1226
전라남도,"농업, 임업 및 어업(01~03)",300 - 499명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,"농업, 임업 및 어업(01~03)",300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,"농업, 임업 및 어업(01~03)",500 - 999명,사업체수,개,0,0,0,0,1,1,1,1,1,0
전라남도,"농업, 임업 및 어업(01~03)",500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,"농업, 임업 및 어업(01~03)",1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,1
전라남도,"농업, 임업 및 어업(01~03)",1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,광업(05~08),계,사업체수,개,1000,996,1017,1033,1032,1057,1063,1054,1006,862
전라남도,광업(05~08),계,종사자수,명,3507,3483,3783,3566,3516,3383,3353,3294,2859,2638
전라남도,광업(05~08),1 - 4명,사업체수,개,950,936,909,960,952,981,992,988,949,804
전라남도,광업(05~08),1 - 4명,종사자수,명,2343,2255,2330,2344,2343,2220,2196,2230,1953,1647
전라남도,광업(05~08),5 - 9명,사업체수,개,19,23,67,39,50,45,38,36,33,26
전라남도,광업(05~08),5 - 9명,종사자수,명,120,156,400,255,301,280,249,221,222,177
전라남도,광업(05~08),10 - 19명,사업체수,개,17,23,29,19,16,19,20,16,9,19
전라남도,광업(05~08),10 - 19명,종사자수,명,238,304,394,233,232,276,291,238,133,263
전라남도,광업(05~08),20 - 49명,사업체수,개,11,11,9,12,11,9,11,12,13,10
전라남도,광업(05~08),20 - 49명,종사자수,명,300,255,209,296,256,219,287,310,322,272
전라남도,광업(05~08),50 - 99명,사업체수,개,2,2,2,2,2,2,1,1,1,2
전라남도,광업(05~08),50 - 99명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,광업(05~08),100 - 299명,사업체수,개,0,0,0,0,1,1,1,1,1,1
전라남도,광업(05~08),100 - 299명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,광업(05~08),300 - 499명,사업체수,개,1,1,1,1,0,0,0,0,0,0
전라남도,광업(05~08),300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,광업(05~08),500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,광업(05~08),500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,광업(05~08),1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,광업(05~08),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,제조업(10~34),계,사업체수,개,10995,11329,11632,12125,13024,13309,13313,13489,14014,14537
전라남도,제조업(10~34),계,종사자수,명,96453,103100,107776,109099,116929,120633,115015,114092,117989,122103
전라남도,제조업(10~34),1 - 4명,사업체수,개,8218,8327,8398,8773,9177,9412,9432,9452,9728,9981
전라남도,제조업(10~34),1 - 4명,종사자수,명,15810,16216,16055,16683,17768,18434,18588,18700,19054,19801
전라남도,제조업(10~34),5 - 9명,사업체수,개,1306,1503,1694,1766,2155,2138,2191,2305,2472,2702
전라남도,제조업(10~34),5 - 9명,종사자수,명,8821,10248,11523,11899,14612,14508,14946,16003,17140,18691
전라남도,제조업(10~34),10 - 19명,사업체수,개,747,700,726,743,789,840,787,847,887,896
전라남도,제조업(10~34),10 - 19명,종사자수,명,9994,9384,10001,10243,10826,11434,10891,11554,12113,12157
전라남도,제조업(10~34),20 - 49명,사업체수,개,476,517,545,552,591,592,582,588,638,649
전라남도,제조업(10~34),20 - 49명,종사자수,명,14304,15418,16210,16359,17554,17532,16846,17139,18597,18982
전라남도,제조업(10~34),50 - 99명,사업체수,개,131,158,142,163,173,189,202,196,185,201
전라남도,제조업(10~34),50 - 99명,종사자수,명,9049,11158,10301,11217,11745,13062,13925,13480,12893,13681
전라남도,제조업(10~34),100 - 299명,사업체수,개,97,102,103,107,118,117,100,83,84,91
전라남도,제조업(10~34),100 - 299명,종사자수,명,15094,16370,16459,17146,19184,18801,15999,13700,13677,15353
전라남도,제조업(10~34),300 - 499명,사업체수,개,7,10,10,7,8,6,6,5,6,3
전라남도,제조업(10~34),300 - 499명,종사자수,명,2827,4024,4000,2679,3163,2332,2479,2012,2383,1354
전라남도,제조업(10~34),500 - 999명,사업체수,개,8,7,8,8,7,9,8,7,8,8
전라남도,제조업(10~34),500 - 999명,종사자수,명,5678,4991,5839,5882,5450,6865,6508,5388,6170,6088
전라남도,제조업(10~34),1000명 이상,사업체수,개,5,5,6,6,6,6,5,6,6,6
전라남도,제조업(10~34),1000명 이상,종사자수,명,14876,15291,17388,16991,16627,17665,14833,16116,15962,15996
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",계,사업체수,개,141,140,158,166,197,213,249,260,338,460
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",계,종사자수,명,3443,3497,3438,3766,5757,6292,6598,6716,6991,7620
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,사업체수,개,71,66,86,83,100,116,147,164,241,342
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",1 - 4명,종사자수,명,172,164,184,204,218,245,288,376,446,471
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,사업체수,개,30,34,32,39,46,46,47,38,43,47
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",5 - 9명,종사자수,명,195,228,202,254,292,288,295,242,287,311
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,사업체수,개,7,6,6,6,8,11,14,15,11,24
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",10 - 19명,종사자수,명,108,91,95,92,109,156,193,197,150,289
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,사업체수,개,22,23,22,26,28,23,23,27,25,29
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",20 - 49명,종사자수,명,727,806,696,870,901,778,771,924,850,976
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,사업체수,개,8,8,9,9,10,12,13,10,11,11
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",50 - 99명,종사자수,명,514,531,585,620,696,845,898,688,707,765
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,사업체수,개,2,2,2,2,2,2,2,3,4,4
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",100 - 299명,종사자수,명,0,0,0,0,0,0,0,521,601,604
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",300 - 499명,사업체수,개,0,0,0,0,1,1,1,1,1,1
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",1000명 이상,사업체수,개,1,1,1,1,2,2,2,2,2,2
전라남도,"전기, 가스, 증기 및 공기조절 공급업(35)",1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,사업체수,개,380,419,456,493,546,553,554,569,585,607
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,종사자수,명,4436,4674,4935,5435,5591,5978,5765,6032,6386,6644
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,사업체수,개,187,216,247,258,292,303,310,313,328,325
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1 - 4명,종사자수,명,451,472,537,553,645,684,732,723,763,720
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,사업체수,개,72,71,82,89,113,111,110,117,110,112
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",5 - 9명,종사자수,명,467,460,545,563,729,724,710,767,733,735
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,사업체수,개,56,65,58,76,69,64,65,66,62,82
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",10 - 19명,종사자수,명,777,894,809,1030,938,892,895,907,846,1112
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,사업체수,개,51,52,52,51,51,54,46,56,65,70
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",20 - 49명,종사자수,명,1528,1533,1550,1539,1531,1697,1378,1708,1990,2145
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,사업체수,개,10,10,12,14,16,13,17,10,12,11
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",50 - 99명,종사자수,명,676,681,837,944,972,873,1024,677,781,721
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,사업체수,개,4,5,5,5,5,8,6,6,8,7
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",100 - 299명,종사자수,명,537,634,657,806,776,1108,1026,943,1273,1211
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",300 - 499명,사업체수,개,0,0,0,0,0,0,0,1,0,0
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,건설업(41~42),계,사업체수,개,4132,4456,4710,5684,6505,6782,6936,6947,7298,7752
전라남도,건설업(41~42),계,종사자수,명,52350,51891,47498,52264,59077,68495,67619,68464,71614,78492
전라남도,건설업(41~42),1 - 4명,사업체수,개,2140,2215,2618,3086,3590,3646,3442,3472,3629,3540
전라남도,건설업(41~42),1 - 4명,종사자수,명,4671,4891,5801,6945,8077,8212,7578,8246,8607,8066
전라남도,건설업(41~42),5 - 9명,사업체수,개,887,1144,1125,1461,1689,1665,1821,1809,1923,2286
전라남도,건설업(41~42),5 - 9명,종사자수,명,5883,7651,7348,9436,10893,10836,11429,11907,12589,15062
전라남도,건설업(41~42),10 - 19명,사업체수,개,551,627,544,730,748,846,1110,1099,1124,1292
전라남도,건설업(41~42),10 - 19명,종사자수,명,7375,8279,7251,9645,9755,11412,14514,14408,14795,16934
전라남도,건설업(41~42),20 - 49명,사업체수,개,370,306,292,265,328,445,404,416,460,457
전라남도,건설업(41~42),20 - 49명,종사자수,명,10879,9007,8696,7667,9610,12988,11500,11673,13008,13106
전라남도,건설업(41~42),50 - 99명,사업체수,개,110,90,71,74,77,103,82,76,84,89
전라남도,건설업(41~42),50 - 99명,종사자수,명,7471,6027,4766,4894,5135,7173,5755,5109,5618,5861
전라남도,건설업(41~42),100 - 299명,사업체수,개,62,61,50,59,60,66,63,64,66,73
전라남도,건설업(41~42),100 - 299명,종사자수,명,10492,9699,7931,8897,9118,11042,9695,10056,10470,11443
전라남도,건설업(41~42),300 - 499명,사업체수,개,9,9,4,4,8,6,9,4,7,9
전라남도,건설업(41~42),300 - 499명,종사자수,명,3178,3280,1346,1499,2682,2162,3141,1371,2391,3027
전라남도,건설업(41~42),500 - 999명,사업체수,개,2,3,6,5,5,4,4,5,3,5
전라남도,건설업(41~42),500 - 999명,종사자수,명,0,1797,4359,3281,3807,2906,2934,3532,2067,3854
전라남도,건설업(41~42),1000명 이상,사업체수,개,1,1,0,0,0,1,1,2,2,1
전라남도,건설업(41~42),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,도매 및 소매업(45~47),계,사업체수,개,35467,35823,37017,38230,39870,41247,41296,41835,42209,42532
전라남도,도매 및 소매업(45~47),계,종사자수,명,81614,83196,85839,90282,94491,97466,97116,98718,101376,105159
전라남도,도매 및 소매업(45~47),1 - 4명,사업체수,개,33307,33649,34609,35474,36854,38160,38165,38665,38808,38598
전라남도,도매 및 소매업(45~47),1 - 4명,종사자수,명,58180,59442,60607,61765,64108,66145,65272,66910,67340,67737
전라남도,도매 및 소매업(45~47),5 - 9명,사업체수,개,1516,1518,1763,1972,2218,2242,2288,2361,2497,2973
전라남도,도매 및 소매업(45~47),5 - 9명,종사자수,명,9583,9738,10898,12136,13838,13856,14264,14593,15520,18167
전라남도,도매 및 소매업(45~47),10 - 19명,사업체수,개,443,463,447,546,568,603,592,557,635,685
전라남도,도매 및 소매업(45~47),10 - 19명,종사자수,명,5665,6024,5837,6974,7362,7703,7656,7122,8144,8682
전라남도,도매 및 소매업(45~47),20 - 49명,사업체수,개,157,151,149,191,187,193,204,200,220,226
전라남도,도매 및 소매업(45~47),20 - 49명,종사자수,명,4371,4355,4325,5228,5296,5514,5921,5696,6313,6603
전라남도,도매 및 소매업(45~47),50 - 99명,사업체수,개,30,31,33,31,26,34,36,39,35,38
전라남도,도매 및 소매업(45~47),50 - 99명,종사자수,명,2044,2235,2208,2085,1692,2241,2529,2675,2306,2487
전라남도,도매 및 소매업(45~47),100 - 299명,사업체수,개,14,11,16,16,17,15,11,13,14,12
전라남도,도매 및 소매업(45~47),100 - 299명,종사자수,명,1771,1402,1964,2094,2195,2007,1474,1722,1753,1483
전라남도,도매 및 소매업(45~47),300 - 499명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,도매 및 소매업(45~47),300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,도매 및 소매업(45~47),500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,도매 및 소매업(45~47),500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,도매 및 소매업(45~47),1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,도매 및 소매업(45~47),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,운수 및 창고업(49~52),계,사업체수,개,9003,9320,9739,9370,10223,11197,11295,11629,11690,12815
전라남도,운수 및 창고업(49~52),계,종사자수,명,31644,30794,32479,31983,33312,37941,37698,38728,38408,41685
전라남도,운수 및 창고업(49~52),1 - 4명,사업체수,개,8110,8437,8802,8422,9222,10200,10198,10476,10494,11580
전라남도,운수 및 창고업(49~52),1 - 4명,종사자수,명,9493,9921,10236,9902,10950,11822,11919,12008,11933,13420
전라남도,운수 및 창고업(49~52),5 - 9명,사업체수,개,298,332,378,367,399,344,427,421,483,464
전라남도,운수 및 창고업(49~52),5 - 9명,종사자수,명,2031,2213,2519,2412,2638,2281,2846,2805,3193,3054
전라남도,운수 및 창고업(49~52),10 - 19명,사업체수,개,289,265,262,268,280,275,297,334,329,354
전라남도,운수 및 창고업(49~52),10 - 19명,종사자수,명,3966,3642,3578,3624,3803,3737,4030,4600,4497,4795
전라남도,운수 및 창고업(49~52),20 - 49명,사업체수,개,203,194,194,211,226,258,261,284,277,290
전라남도,운수 및 창고업(49~52),20 - 49명,종사자수,명,5969,5785,5884,6450,6839,8047,7945,8662,8503,8673
전라남도,운수 및 창고업(49~52),50 - 99명,사업체수,개,68,59,66,66,64,77,67,73,72,85
전라남도,운수 및 창고업(49~52),50 - 99명,종사자수,명,4543,3910,4443,4344,4271,5210,4397,4794,4947,5674
전라남도,운수 및 창고업(49~52),100 - 299명,사업체수,개,34,32,36,36,31,43,45,41,34,41
전라남도,운수 및 창고업(49~52),100 - 299명,종사자수,명,5301,4912,5503,5251,4502,6844,6561,5859,5027,5741
전라남도,운수 및 창고업(49~52),300 - 499명,사업체수,개,1,1,1,0,1,0,0,0,1,1
전라남도,운수 및 창고업(49~52),300 - 499명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,운수 및 창고업(49~52),500 - 999명,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,운수 및 창고업(49~52),500 - 999명,종사자수,명,0,0,0,0,0,0,0,0,0,0
전라남도,운수 및 창고업(49~52),1000명 이상,사업체수,개,0,0,0,0,0,0,0,0,0,0
전라남도,운수 및 창고업(49~52),1000명 이상,종사자수,명,0,0,0,0,0,0,0,0,0,0
